id	approved	datestart	dateend	label	name	shortname	hashtag	homepage	presentation form	onlinebanner	city	country	venue	OSM-Link	lat	lon	coclink	Self-description	cfpdate	cfplink	type	tags	EntranceFee	Registration	ParticipantsLastTime	Main language	Main Organiser	Specialties	First Edition	Main Sponsors	Edition’s Topic	Technologies in use	Online Interactivity	Technical Liberties	Timezone	Twitter	Mastodon	Telegram	Git*	Instagram	LinkedIn	Facebook	Youtube		cancelled	replacement	replaces	cancellation_description
21182		20201107	20201107	OSHWDem	Open Source Hardware Demonstration	OSHWDEM 2020		https://oshwdem.org/	online				On the internet					<p>Sí makers y amantes de las Tecnologías Libres, aceptamos el reto de realizar una edición adaptada a las circunstancias, porque aún en la distancia queremos veros y sentiros cerca. Así que este año la OSHWDem será en formato online el 7 de noviembre.</p><p>Le hemos dado muchas vueltas y si bien las circunstancias no están dadas para hacer de manera responsable la OSHWDem que a todos nos gusta y a la que estamos acostumbrados, aceptamos el desafío de hacerlo posible, porque, ocasiones de hacer una edición especial online como esta hay muy pocas. Así que echemos mano de ingenio y mantengamos vivo el espíritu que nos define en esta edición tan peculiar. </p><p>Esta novena entrega nos llena de orgullo y será un auténtico reto, pero así somos los makers, resolvemos problemas por diversión, cada edición tiene nuevos retos que superar y crece la dificultad pero solo si contamos con el gran apoyo que siempre nos ha brindado la comunidad maker, lo lograremos. ¿Somos makers o gallinas?</p><p>Saquemos brillo a las fortalezas con las que contamos ante esta adversidad y sigamos adelante con esta fiesta, la tecnología será la gran protagonista más que nunca en esta edición, en la exaltación de lo libre y abierto, donde la documentación cobrará especial relevancia siendo el principal medio con el que contaremos para poder palpar los proyectos. No olvidemos que la comunidad maker ha sido una gran protagonista en los últimos sucesos, tenéis muchas aventuras que contar, grandes vivencias que compartir y queremos ser como otra veces ese espacio de encuentro.</p><p>Para los que aún no la conocéis, la OSHWDem es un evento de tecnología única, abierto a todos los públicos, que acoge cada año un número creciente de proyectos libres que sus creadores exponen al público asistente en un ambiente cercano y amistoso, pero este año debemos dar el ejemplo de responsabilidad y compromiso predicando con el ejemplo, queremos mantener la cercanía, la calidez y eso solo es posible en estos momentos con la ayuda de la tecnología, la OSHWDem en su versión más 2D.</p><p>Sin makers no hay OSHWDem, así que estad atentos a los anuncios porque empezamos enseguida. Como todos los años, poco después de este anuncio lanzaremos el llamamiento a makers. Si tienes un proyecto anímate a presentarlo, organizaremos diferentes formatos de actividades online, aún tienes tiempo de pulir, documentar o incluso empezar desde cero. Contaremos más detalles en el siguiente post. </p><p>Si tienes cualquier duda, podemos ayudarte. Contacta con nosotros a través del correo info@oshwdem.org.</p>							?																							
21183		20210513	20210515	Linux App Summit	Linux App Summit	LAS		https://linuxappsummit.org/	online	/img/eventbanners/2021/2021-linux-app-summit.png			On the internet					<p>The Linux App Summit (LAS) brings the global Linux community together to learn, collaborate, and help grow the Linux application ecosystem. Through talks, panels, and Q&A sessions, we encourage attendees to share ideas, make connections, and join our goal of building a common app ecosystem. </p>	20210315	https://linuxappsummit.org/cfp/	Community Event	KDE, Gnome, Linux, App	Zero	https://linuxappsummit.org/register/	?	EN	KDE and GNOME		2019			To be defined.				https://twitter.com/LinuxAppSummit		https://t.me/joinchat/Dbb0PlJjx4tPFCSu2dd7PA										
21184		20211112	20211113	SFScon	South Tyrol Free Software Conference	SFScon	SFScon	https://www.sfscon.it/	online		Bozen	IT	NOI Techpark	https://www.openstreetmap.org/way/540072752	46.47853	11.33182	https://www.sfscon.it/code-of-conduct/	<p>A conference all about Free Software: The South Tyrol Free Software Conference, SFScon, is one of Europe’s most established annual conferences on Free Software. SFScon promotes the use of Free Software in IT infrastructures as a tool to achieve greater innovation and competitiveness in the region. Here decision-makers and developers meet, learn and get inspired.</p><p>This year SFScon will take place in blended mode: both online and at NOI Techpark, for a limited number of people. The priority will be given to speakers and sponsors. If circumstances change, we will revert to online only participation.</p>			Community Event		Zero	yes	https://www.eventbrite.it/e/sfscon-2020-tickets-100504702270	EN	NOI Techpark	South Tyrol Free Software Award	2000							https://twitter.com/SFScon												
21185		20201121	20201121	Linux Presentation Day 2019.2	Linux Presentation Day 2020.2			http://linux-presentation-day.org/													Regional Day				?																							
21186		20191116	20191117	Capitole du libre	Capitole du libre			https://2019.capitoledulibre.org/			Toulouse	FR													?																							
21187		20191121	20191123	Piksel	Piksel			http://piksel.no/			Bergen	NO													?																							
21188		20201114	20201115	FIfFKon	FIfFKon		fiffkon20	https://2020.fiffkon.de/	online			DE	On the internet					<p>Die COVID-19-Pandemie wird auch Auswirkungen auf die diesjährigen FIfF-Konferenz haben. Sie soll am Samstag, 14. November und Sonntag, 15. November 2020 als Videostream/Videokonferenz stattfinden; detaillierte Informationen werden wir laufend auf 2020.fiffkon.de bereitstellen.</p><p>Das Programm ist in Vorbereitung. Freut Euch auf Vorträge von Zinalda Berenson, Stephan Wiefling und weiteren ReferentInnen. Dazu werden wir den diesjährigen Weizenbaum-Studienpreis verleihen und Rückschau auf das FIfF-Jahr halten. Auch die Mitgliederversammlung ist Teil des Programms.</p><p>Die Konferenz wird als Online Videokonferenz mit BigBlueButton durchgeführt und aufgezeichnet. Interessierte/Teilnehmende können sich in Kürze registrieren und erhalten den Link zur Konferenz einen Tag vorher an die angegebene Emailadresse zugesandt.</p>			Community Event	cyberpeace	?	?	?	DE	FifF				Mit dem Wissen wächst der Zweifel	Big Blue Button	To be defined.	Green: Users can access all content and fully participate in an online event by using foss software only and the backend is using foss software only as well	UTC+2													
21189		20191206	20191206	NorthernRST				https://northernrst.com/			Aberdeen	GB													?																							
21190		20211210	20211211	GNU Health Con	GNU Health Con 2021	GHCon2021	GHCon2021	https://www.gnuhealthcon.org/2021/	online	/img/eventbanners/2021/2021-gnuhealth.png			On the internet				https://www.gnuhealthcon.org/2021/code-of-conduct.html	<p>GHCon is an annual conference that brings together enthusiasts and developers of the Libre Health & Hospital Information System.</p><p>During the two-day conference, you’ll have the opportunity to attend different thematic sessions and free workshops, share experiences, learn about and discuss implementation cases and, of course, network with GNU Health community members from around the world!</p><p>Day 1 (Friday): XIII International Workshop on eHealth in Emerging Economies (IWEEE). IWEEE is about Social Medicine and trying to improve the lives of the underpriviled, and the workshops will provide the opportunities for open discussions, networking, and sharing of experiences from different organizations around the World.</p><p>Day 2 (Saturday): GNU Health. In the conference's thematic talks, we’ll present and discuss, among other things, upcoming features, standards, security, mobile applications, and implementation cases. Afterwards, in the evening, we'll announce and honor the winners of the GNU Health Social Medicine awards.</p><p>We are counting on you and on your active participation to get the most out of the conference. Most importantly, we want you to have fun, feel at home, and enjoy being part of the GNU Health community!</p><p>Looking forward to meeting you!</p>			Community Event	Gnu,Health,Hospitation	Zero	https://my.gnusolidario.org/ghcon2021-registration/	?	EN	GNUSolidario		"<a href=""http://www.iweee.org/2010/es/"">2010</a>"				?	?	?													
21191		20201227	20201230	36th Chaos Communication Conference	36th Chaos Communication Conference		ccc,36c3	https://events.ccc.de/congress/2019/wiki/index.php			Leipzig	DE													?																							
21192		20191210	20191211	Paris Open Source Summit	Paris Open Source Summit	POSS		https://www.opensourcesummit.paris/			Paris	FR																																				
21193		20201022	20201022	Open Source and Linux Day	Open Source and Linux Day Villach			https://services.htl-villach.at/linuxday/			Villach	AT					nococ	<p>Neben dem geplanten Rahmenprogramm, wie zum Beispiel der Preisverleihung zur 1. Villacher Hacking-Challenge, wollen wir einen diesen Tag mit Vorträgen und Workshops für alle Teilnehmer zu einem besonderen Erlebnis werden lassen.</p><p><a href=“https://osslinuxday.htl-villach.at/“>source</a></p>			Community Event		?	?	?	DE																						
21194		20210602	20210606	DjangoCon Europe	DjangoCon Europe			https://2021.djangocon.eu/			Porto	PT	Super Bock Arena	https://www.openstreetmap.org/way/35341148	41.1468	-8.6259	https://2020.djangocon.eu/conduct/code_of_conduct/	<p>More info soon</p>			Project Event	Django	Zero	?	?	EN	evolutio			Zego, blackfire.io,Vonage			To be defined.	To be defined.	UTC+1	https://twitter.com/djangoconeurope												
21195		20200902	20200903	eLife Innovation Sprint	eLife Innovation Sprint 2020	eLife Sprint	eLifeSprint	https://sprint.elifesciences.org/	online		Cambridge	UK	The Cambridge Junction	https://www.openstreetmap.org/way/28629451	52.19074	0.13583	https://elifesci.org/SprintCoC	A collaborative hackathon where we bring together talents in UX, software and web development, data science, product, policy, community management and research to develop open tech prototypes to help redefine the ways we share and do research.	20200524	https://sprint.elifesciences.org/	Hackmeeting	Open technology,Open Science,	Zero	yes – Call for project (apply to lead a project) open until April 13; application for project contributors will open April 27 to May 24.	60	EN	Emmy Tsang (innovation@elifesciences.org)		?				To be defined.	To be defined.	UTC+1													
21196		20200411	20200412	DiVOC	Hidden Service – Ein digital verteiltes Online Chaos	DiVOC	DiVOC	https://di.c3voc.de/	online		The Internet				46.2338	6.0463		<p>April 2020, hackerspaces everywhere are closed, and all events cancelled. Chaos is disappearing from shared spaces, workshops and craft corners, and retreats into the living room. </p><p>The community can only stay visible through the hidden hero of Chaos: the infrastructure. Mostly ignored and assumed to be a given, the decentralized, non-commercial, and tracking-free services allow Chaos to continue to be Chaos. These otherwise hidden services become more visible than ever. Video and audio conference systems allow hackspaces to be transferred to the virtual realm; pads, gits, and wikis enable us to continue to work together. It's time to stay home, but no time to go into hiding.</p>			Community Event	CCC,Online	Zero	no	First time edition	DE	Chaos Computer Club	"<p>There are so-called <a href=""https://di.c3voc.de/sessions-liste"">self-organized session</a>: <em>""Unter diesem Label sollen Workshops, Gesprächsrunden und alles was euch sonst noch in den Sinn kommt stattfinden. Eigentlich leben diese Sessions von persönlichem Kontakt, welcher sich in Quarantäne-Zeiten leider schwierig gestaltet. Lasst uns also gemeinsam herausfinden, wie sich das am besten in digitale Formate umbauen lässt.</em></p><p><em>Wir schlagen vor, dafür die digitalen Videokonferenzdienste zu nutzen, die bereits vorhanden sind (am besten natürlich Open Source), und sie auf Herz und Nieren zu testen. In unserem How-To findet ihr eine Liste von Angeboten, schaut sie euch durch und überlegt, worauf ihr Lust habt!""</em></p><p>After the talks there will be <a href=”https://di.c3voc.de/musik”>music in the stream at night</a>.</p>"	2020	No Sponsors	Hidden Service - Ein Digital Verteiltes Online-Chaos					https://media.ccc.de/	https://chaos.social/@dic3voc											
21197		20200320	20200322	WirVsVirus	WirVsVirus – Der Hackathon der Bundesregierung	WirVsVirus	WirVsVirus	https://wirvsvirushackathon.org/?lang=en	online			DE						<p>48 hours. Challenges identified by the German federal government and society. You and possibly 80 million other people. The Covid-19 crisis. A wide variety of solutions.</p><p>Contribute your skills as we develop solutions from society for society.</p>	20200319	https://wirvsvirushackathon.org/mitmachen/	Hackathon	Corona,Covid-19,WirVsVirus	Zero	yes	First time edition	DE	German Government	All projects have to be published as FOSS.	2020																			
